State,Year,Average Temperature (F)
Delaware,199310,55.8
Delaware,199311,46.6
Delaware,199312,36
Delaware,199401,28
Delaware,199402,33.5
Delaware,199403,42.8
Delaware,199404,57.7
Delaware,199405,59.4
Delaware,199406,74.4
Delaware,199407,78.3
Delaware,199408,72.2
Delaware,199409,66
Delaware,199410,54.8
Delaware,199411,51.1
Delaware,199412,42
Delaware,199501,38.2
Delaware,199502,32.6
Delaware,199503,45.9
Delaware,199504,53.5
Delaware,199505,61.9
Delaware,199506,71.2
Delaware,199507,78.2
Delaware,199508,76.4
Delaware,199509,68
Delaware,199510,59.8
Delaware,199511,42.6
Delaware,199512,32.9
Delaware,199601,32.6
Delaware,199602,34.8
Delaware,199603,39.6
Delaware,199604,53.3
Delaware,199605,60.6
Delaware,199606,72.3
Delaware,199607,74.2
Delaware,199608,73.2
Delaware,199609,68.1
Delaware,199610,56.8
Delaware,199611,41.5
Delaware,199612,41.3
Delaware,199701,34.1
Delaware,199702,40.8
Delaware,199703,45.5
Delaware,199704,51.1
Delaware,199705,59.7
Delaware,199706,69.3
Delaware,199707,76.1
Delaware,199708,73.6
Delaware,199709,67.1
Delaware,199710,57
Delaware,199711,44.8
Delaware,199712,38.9
Delaware,199801,41.6
Delaware,199802,41.3
Delaware,199803,45.7
Delaware,199804,55.2
Delaware,199805,64.8
Delaware,199806,71.3
Delaware,199807,76
Delaware,199808,75.2
Delaware,199809,71.2
Delaware,199810,57.5
Delaware,199811,47.1
Delaware,199812,42
Delaware,199901,38.1
Delaware,199902,38.3
Delaware,199903,42.2
Delaware,199904,53.4
Delaware,199905,63
Delaware,199906,71.3
Delaware,199907,79.2
Delaware,199908,76.2
Delaware,199909,68.6
Delaware,199910,55.9
Delaware,199911,51.4
Delaware,199912,40.5
Delaware,200001,33.3
Delaware,200002,39.2
Delaware,200003,48.7
Delaware,200004,52.4
Delaware,200005,64.7
Delaware,200006,73
Delaware,200007,72.8
Delaware,200008,73.1
Delaware,200009,66.2
Delaware,200010,57.6
Delaware,200011,44.6
Delaware,200012,31.3
Delaware,200101,33.1
Delaware,200102,38.6
Delaware,200103,41.2
Delaware,200104,53.9
Delaware,200105,63.2
Delaware,200106,73.5
Delaware,200107,72.9
Delaware,200108,76.7
Delaware,200109,66.5
Delaware,200110,57.6
Delaware,200111,51.5
Delaware,200112,44.4
Delaware,200201,40
Delaware,200202,40.9
Delaware,200203,46.4
Delaware,200204,57.1
Delaware,200205,62.7
Delaware,200206,73
Delaware,200207,78
Delaware,200208,78
Delaware,200209,70.1
Delaware,200210,57.9
Delaware,200211,45.8
Delaware,200212,36
Delaware,200301,29.6
Delaware,200302,32.1
Delaware,200303,45.1
Delaware,200304,52
Delaware,200305,59
Delaware,200306,70
Delaware,200307,76.3
Delaware,200308,76.5
Delaware,200309,69.3
Delaware,200310,55.8
Delaware,200311,51.5
Delaware,200312,37.8
Delaware,200401,28.8
Delaware,200402,36.1
Delaware,200403,46.1
Delaware,200404,54.7
Delaware,200405,69.6
Delaware,200406,71.3
Delaware,200407,76.1
Delaware,200408,74
Delaware,200409,69.4
Delaware,200410,56.2
Delaware,200411,48.6
Delaware,200412,39
Delaware,200501,34.3
Delaware,200502,36.7
Delaware,200503,40.1
Delaware,200504,54.3
Delaware,200505,58.4
Delaware,200506,72.7
Delaware,200507,77.9
Delaware,200508,77.9
Delaware,200509,71.9
Delaware,200510,58.8
Delaware,200511,50.1
Delaware,200512,35.6
Delaware,200601,42.1
Delaware,200602,37.1
Delaware,200603,44.6
Delaware,200604,56.3
Delaware,200605,63
Delaware,200606,72.1
Delaware,200607,78.3
Delaware,200608,77.1
Delaware,200609,66.3
Delaware,200610,56.2
Delaware,200611,50.9
Delaware,200612,43.9
Delaware,200701,40.1
Delaware,200702,29.6
Delaware,200703,45.2
Delaware,200704,51
Delaware,200705,64.3
Delaware,200706,72.9
Delaware,200707,76.1
Delaware,200708,76.6
Delaware,200709,70
Delaware,200710,64.1
Delaware,200711,46.4
Delaware,200712,39.2
Delaware,200801,36.7
Delaware,200802,39.1
Delaware,200803,45.7
Delaware,200804,55.4
Delaware,200805,60.9
Delaware,200806,75.2
Delaware,200807,77.4
Delaware,200808,73.4
Delaware,200809,69.6
Delaware,200810,56.2
Delaware,200811,45.4
Delaware,200812,40.7
Delaware,200901,30.7
Delaware,200902,38.5
Delaware,200903,43.3
Delaware,200904,55
Delaware,200905,63.8
Delaware,200906,70.9
Delaware,200907,74.5
Delaware,200908,77.2
Delaware,200909,66.9
Delaware,200910,56.6
Delaware,200911,50.6
Delaware,200912,37.1
Delaware,201001,33.4
Delaware,201002,31.4
Delaware,201003,48.1
Delaware,201004,57.5
Delaware,201005,66.2
Delaware,201006,77.4
Delaware,201007,79.9
Delaware,201008,77
Delaware,201009,71.4
Delaware,201010,58.6
Delaware,201011,47.5
Delaware,201012,31.7
Delaware,201101,30.3
Delaware,201102,38.8
Delaware,201103,43.9
Delaware,201104,57.2
Delaware,201105,66.4
Delaware,201106,74.3
Delaware,201107,80.6
Delaware,201108,75.5
Delaware,201109,70.7
Delaware,201110,57.2
Delaware,201111,50.8
Delaware,201112,43.4
Delaware,201201,39.3
Delaware,201202,41.1
Delaware,201203,52.4
Delaware,201204,55
Delaware,201205,67.8
Delaware,201206,72.9
Delaware,201207,80.9
Delaware,201208,76.8
Delaware,201209,68.4
Delaware,201210,59.4
Delaware,201211,43.5
Delaware,201212,44.2
Delaware,201301,37.4
Delaware,201302,35.9
Delaware,201303,40.5
Delaware,201304,54.6
Delaware,201305,63.7
Delaware,201306,73.5
Delaware,201307,79.2
Delaware,201308,73.4
Delaware,201309,66.7
Delaware,201310,59.5
Delaware,201311,45.1
Delaware,201312,40.4
Delaware,201401,30
Delaware,201402,33.9
Delaware,201403,39.6
Delaware,201404,52.9
Delaware,201405,64.9
Delaware,201406,72.8
Delaware,201407,75.8
Delaware,201408,72.6
Delaware,201409,69.1
Delaware,201410,59.4
Delaware,201411,44.6
Delaware,201412,41
Delaware,201501,32.1
Delaware,201502,26.3
Delaware,201503,40
Delaware,201504,54.2
Delaware,201505,67.9
Delaware,201506,73.6
Delaware,201507,76.9
Delaware,201508,75.1
Delaware,201509,72
Delaware,201510,56.5
Delaware,201511,51.6
Delaware,201512,50.8
Delaware,201601,34.3
Delaware,201602,38.5
Delaware,201603,49.7
Delaware,201604,53.1
Delaware,201605,61.7
Delaware,201606,72.4
Delaware,201607,79.6
Delaware,201608,78.6
Delaware,201609,72
Delaware,201610,60.3
Delaware,201611,49
Delaware,201612,39.2
Delaware,201701,39.1
Delaware,201702,44.4
Delaware,201703,43.8
Delaware,201704,59.6
Delaware,201705,62.8
Delaware,201706,73.6
Delaware,201707,78.4
Delaware,201708,74
Delaware,201709,69.8
Delaware,201710,62.4
Delaware,201711,47.5
Delaware,201712,36.1
Delaware,201801,32.8
Delaware,201802,43.2
Delaware,201803,40.5
Delaware,201804,51.6
Delaware,201805,68.3
Delaware,201806,72.6
Delaware,201807,77.2
Delaware,201808,78.6
Delaware,201809,73.6
Delaware,201810,60.2
Delaware,201811,45.7
Delaware,201812,41.4
Delaware,201901,35.3
Delaware,201902,38.7
Delaware,201903,43.2
Delaware,201904,58.7
Delaware,201905,66.9
Delaware,201906,73.8
Delaware,201907,79.8
Delaware,201908,76.4
Delaware,201909,71.6
Delaware,201910,61.5
Delaware,201911,43.6
Delaware,201912,40
Delaware,202001,40.2
Delaware,202002,41.9
Delaware,202003,49.5
Delaware,202004,51.8
Delaware,202005,60.6
Delaware,202006,73.7
Delaware,202007,80.7
Delaware,202008,77.2
Delaware,202009,68.7
Delaware,202010,60
Delaware,202011,51.8
Delaware,202012,39.7
Delaware,202101,36.2
Delaware,202102,35.6
Delaware,202103,47.6
Delaware,202104,55.3
Delaware,202105,63.3
Delaware,202106,73.8
Delaware,202107,77.7
Delaware,202108,76.9
Delaware,202109,70.1
Delaware,202110,63.2
Delaware,202111,45.1
Delaware,202112,44
Delaware,202201,31.6
Delaware,202202,39.1
Delaware,202203,47.2
Delaware,202204,53.2
Delaware,202205,65.1
Delaware,202206,72.4
Delaware,202207,79
Delaware,202208,78.1
Delaware,202209,69.3
Delaware,202210,55.8
Delaware,202211,49.8
Delaware,202212,37.8
Delaware,202301,43.1
Delaware,202302,42.6
Delaware,202303,45.4
Delaware,202304,58.4
Delaware,202305,61.4
Delaware,202306,70.1
Delaware,202307,78.3
Delaware,202308,75.3
Delaware,202309,69.5
Delaware,202310,59.6
Delaware,202311,45.8
Delaware,202312,43.5
Delaware,202401,37.3
Delaware,202402,39.6
Delaware,202403,47.9
Delaware,202404,55.5
Delaware,202405,64.5
Delaware,202406,74.6
Delaware,202407,78.3
Delaware,202408,74.7
Delaware,202409,68.7
Delaware,202410,58.8
Delaware,202411,50.6
Delaware,202412,38.2
Delaware,202501,29.8
Delaware,202502,36.7
Delaware,202503,49
Delaware,202504,56.2
Florida,Date,Value
Florida,195501,56.2
Florida,195502,60.1
Florida,195503,65.7
Florida,195504,71
Florida,195505,76.3
Florida,195506,77.9
Florida,195507,80.5
Florida,195508,81.8
Florida,195509,80.2
Florida,195510,71
Florida,195511,63.2
Florida,195512,58.7
Florida,195601,53
Florida,195602,64
Florida,195603,63.2
Florida,195604,68
Florida,195605,76.6
Florida,195606,78.7
Florida,195607,80.7
Florida,195608,81.6
Florida,195609,77.2
Florida,195610,72.2
Florida,195611,61.7
Florida,195612,62.4
Florida,195701,62
Florida,195702,65.4
Florida,195703,63
Florida,195704,70.9
Florida,195705,76
Florida,195706,79.9
Florida,195707,81.5
Florida,195708,80.6
Florida,195709,79.3
Florida,195710,69.5
Florida,195711,66.9
Florida,195712,56.9
Florida,195801,51.1
Florida,195802,50.4
Florida,195803,61.9
Florida,195804,69.7
Florida,195805,74.5
Florida,195806,80.4
Florida,195807,81.4
Florida,195808,81.4
Florida,195809,80.3
Florida,195810,70.8
Florida,195811,68.1
Florida,195812,57.8
Florida,195901,56
Florida,195902,65.1
Florida,195903,62.2
Florida,195904,69.3
Florida,195905,76.5
Florida,195906,79.5
Florida,195907,80.7
Florida,195908,80.8
Florida,195909,79
Florida,195910,75.9
Florida,195911,64.6
Florida,195912,57.6
Florida,196001,57.1
Florida,196002,57.4
Florida,196003,58.7
Florida,196004,69.9
Florida,196005,73.3
Florida,196006,78.7
Florida,196007,81.5
Florida,196008,81
Florida,196009,79.1
Florida,196010,74.2
Florida,196011,66.6
Florida,196012,54.3
Florida,196101,53.8
Florida,196102,61.9
Florida,196103,67
Florida,196104,66.6
Florida,196105,74.3
Florida,196106,78.5
Florida,196107,81
Florida,196108,80.6
Florida,196109,79
Florida,196110,70.9
Florida,196111,66.2
Florida,196112,60.2
Florida,196201,57.3
Florida,196202,64.7
Florida,196203,61.7
Florida,196204,67.6
Florida,196205,76.9
Florida,196206,79.2
Florida,196207,82.2
Florida,196208,81.3
Florida,196209,78.8
Florida,196210,72.7
Florida,196211,60.5
Florida,196212,55.2
Florida,196301,56
Florida,196302,55
Florida,196303,66.2
Florida,196304,70.5
Florida,196305,75.4
Florida,196306,79.8
Florida,196307,81
Florida,196308,81.8
Florida,196309,78.6
Florida,196310,71.3
Florida,196311,62.7
Florida,196312,52.3
Florida,196401,55.9
Florida,196402,55
Florida,196403,65.3
Florida,196404,71.2
Florida,196405,74.8
Florida,196406,80.3
Florida,196407,80.4
Florida,196408,81
Florida,196409,78.5
Florida,196410,69.6
Florida,196411,66.7
Florida,196412,61.9
Florida,196501,57.6
Florida,196502,60.6
Florida,196503,64.4
Florida,196504,71.9
Florida,196505,74.9
Florida,196506,77.8
Florida,196507,79.8
Florida,196508,80.6
Florida,196509,79.2
Florida,196510,71.3
Florida,196511,65.8
Florida,196512,58.5
Florida,196601,54.7
Florida,196602,58
Florida,196603,61.7
Florida,196604,68.2
Florida,196605,75.2
Florida,196606,77.1
Florida,196607,81.3
Florida,196608,80.6
Florida,196609,78.6
Florida,196610,72.9
Florida,196611,62.9
Florida,196612,56.9
Florida,196701,59.8
Florida,196702,57.8
Florida,196703,66.2
Florida,196704,71.8
Florida,196705,75.4
Florida,196706,78.7
Florida,196707,80
Florida,196708,79.7
Florida,196709,76.7
Florida,196710,70.3
Florida,196711,63.4
Florida,196712,62.9
Florida,196801,56.8
Florida,196802,52.6
Florida,196803,59.9
Florida,196804,71.7
Florida,196805,74.9
Florida,196806,79.1
Florida,196807,80.5
Florida,196808,81.1
Florida,196809,78.4
Florida,196810,71.8
Florida,196811,60.7
Florida,196812,55.8
Florida,196901,56.9
Florida,196902,55.6
Florida,196903,57.8
Florida,196904,70.6
Florida,196905,74.6
Florida,196906,80.9
Florida,196907,82
Florida,196908,80.2
Florida,196909,78.3
Florida,196910,74.2
Florida,196911,61.2
Florida,196912,55.6
Florida,197001,52.1
Florida,197002,55.4
Florida,197003,63.7
Florida,197004,72.1
Florida,197005,74.6
Florida,197006,78.8
Florida,197007,81
Florida,197008,81.2
Florida,197009,80.4
Florida,197010,73.9
Florida,197011,59.8
Florida,197012,60.2
Florida,197101,57.5
Florida,197102,59.7
Florida,197103,60.7
Florida,197104,67.6
Florida,197105,73.9
Florida,197106,79.4
Florida,197107,80.5
Florida,197108,80.6
Florida,197109,79
Florida,197110,74.8
Florida,197111,64.9
Florida,197112,66.4
Florida,197201,64.1
Florida,197202,58.6
Florida,197203,64.6
Florida,197204,69.9
Florida,197205,74.2
Florida,197206,78.6
Florida,197207,80.5
Florida,197208,80.9
Florida,197209,79.5
Florida,197210,73.2
Florida,197211,65.2
Florida,197212,62.1
Florida,197301,58.5
Florida,197302,55.4
Florida,197303,67.3
Florida,197304,67.7
Florida,197305,74.6
Florida,197306,79.7
Florida,197307,81.4
Florida,197308,80.4
Florida,197309,80
Florida,197310,73.1
Florida,197311,68
Florida,197312,57
Florida,197401,68.3
Florida,197402,59.1
Florida,197403,67.6
Florida,197404,69
Florida,197405,75.9
Florida,197406,78.4
Florida,197407,79.8
Florida,197408,80.5
Florida,197409,79.9
Florida,197410,69.6
Florida,197411,64
Florida,197412,58.4
Florida,197501,62.2
Florida,197502,64.5
Florida,197503,64.9
Florida,197504,70.1
Florida,197505,77.3
Florida,197506,79.8
Florida,197507,79.9
Florida,197508,80.9
Florida,197509,78.5
Florida,197510,73.9
Florida,197511,64.9
Florida,197512,57.6
Florida,197601,53.9
Florida,197602,60.8
Florida,197603,67.6
Florida,197604,68.9
Florida,197605,73.9
Florida,197606,77.6
Florida,197607,81.1
Florida,197608,80.5
Florida,197609,78.1
Florida,197610,68.6
Florida,197611,60.2
Florida,197612,56.5
Florida,197701,49.3
Florida,197702,55.4
Florida,197703,67.7
Florida,197704,69.7
Florida,197705,74.5
Florida,197706,81.2
Florida,197707,81.6
Florida,197708,81
Florida,197709,80.3
Florida,197710,69.4
Florida,197711,65.6
Florida,197712,57.5
Florida,197801,52
Florida,197802,51.7
Florida,197803,61.8
Florida,197804,69.8
Florida,197805,76
Florida,197806,80.3
Florida,197807,81.2
Florida,197808,81.1
Florida,197809,79.8
Florida,197810,72.2
Florida,197811,68.7
Florida,197812,62.2
Florida,197901,54.3
Florida,197902,56.4
Florida,197903,62.9
Florida,197904,71.4
Florida,197905,74.5
Florida,197906,79.2
Florida,197907,82.1
Florida,197908,81
Florida,197909,79.4
Florida,197910,72.2
Florida,197911,65.9
Florida,197912,58.9
Florida,198001,58.1
Florida,198002,54.7
Florida,198003,65.6
Florida,198004,68.8
Florida,198005,75.3
Florida,198006,79.8
Florida,198007,82.6
Florida,198008,82.2
Florida,198009,80.5
Florida,198010,71.8
Florida,198011,64
Florida,198012,55.8
Florida,198101,49.1
Florida,198102,59
Florida,198103,61.4
Florida,198104,71.6
Florida,198105,74.2
Florida,198106,82.2
Florida,198107,82.6
Florida,198108,80.9
Florida,198109,77.9
Florida,198110,72.7
Florida,198111,62.7
Florida,198112,56.9
Florida,198201,57.2
Florida,198202,64.6
Florida,198203,67.1
Florida,198204,70.5
Florida,198205,74.1
Florida,198206,80.5
Florida,198207,81.2
Florida,198208,81.2
Florida,198209,78.2
Florida,198210,72
Florida,198211,67.9
Florida,198212,63.6
Florida,198301,55
Florida,198302,57.8
Florida,198303,61.1
Florida,198304,66.2
Florida,198305,74.3
Florida,198306,78.8
Florida,198307,82.2
Florida,198308,82.2
Florida,198309,77.9
Florida,198310,73.6
Florida,198311,63.6
Florida,198312,58.5
Florida,198401,55.4
Florida,198402,59.4
Florida,198403,63.2
Florida,198404,68.1
Florida,198405,74.9
Florida,198406,78.3
Florida,198407,80
Florida,198408,80.9
Florida,198409,77.9
Florida,198410,74.2
Florida,198411,63.1
Florida,198412,64.3
Florida,198501,52.5
Florida,198502,60
Florida,198503,66.7
Florida,198504,69.4
Florida,198505,76
Florida,198506,81.1
Florida,198507,80.6
Florida,198508,81.2
Florida,198509,78.4
Florida,198510,76.9
Florida,198511,70.8
Florida,198512,56.3
Florida,198601,56.4
Florida,198602,62.4
Florida,198603,63.2
Florida,198604,67.4
Florida,198605,75.1
Florida,198606,80.6
Florida,198607,82.1
Florida,198608,81.2
Florida,198609,80.3
Florida,198610,74
Florida,198611,72.2
Florida,198612,62.6
Florida,198701,56.2
Florida,198702,59.9
Florida,198703,64.1
Florida,198704,65
Florida,198705,75.5
Florida,198706,80.7
Florida,198707,82.3
Florida,198708,82.9
Florida,198709,79.6
Florida,198710,68.2
Florida,198711,66.4
Florida,198712,61.2
Florida,198801,54.8
Florida,198802,57
Florida,198803,62.9
Florida,198804,69.6
Florida,198805,73.1
Florida,198806,79.2
Florida,198807,81
Florida,198808,81.6
Florida,198809,80.3
Florida,198810,70.3
Florida,198811,67.7
Florida,198812,59.1
Florida,198901,63.9
Florida,198902,61.6
Florida,198903,67.1
Florida,198904,69.7
Florida,198905,75.4
Florida,198906,80.1
Florida,198907,81.6
Florida,198908,81.7
Florida,198909,79.8
Florida,198910,72.2
Florida,198911,65.8
Florida,198912,52.6
Florida,199001,62.6
Florida,199002,65.9
Florida,199003,66.9
Florida,199004,69.1
Florida,199005,77
Florida,199006,80.7
Florida,199007,81.8
Florida,199008,82.3
Florida,199009,80
Florida,199010,74.3
Florida,199011,66.3
Florida,199012,63.1
Florida,199101,62
Florida,199102,61.6
Florida,199103,66.2
Florida,199104,73.3
Florida,199105,78.2
Florida,199106,79.9
Florida,199107,81.7
Florida,199108,81.7
Florida,199109,79.7
Florida,199110,72.6
Florida,199111,62.4
Florida,199112,62.1
Florida,199201,56.4
Florida,199202,61.6
Florida,199203,63.9
Florida,199204,67.9
Florida,199205,72.7
Florida,199206,79.9
Florida,199207,82.6
Florida,199208,80.6
Florida,199209,79.4
Florida,199210,70.7
Florida,199211,67
Florida,199212,60.6
Florida,199301,63.5
Florida,199302,58.1
Florida,199303,62.4
Florida,199304,65.9
Florida,199305,73.8
Florida,199306,80.4
Florida,199307,82.5
Florida,199308,82.2
Florida,199309,79.9
Florida,199310,73.2
Florida,199311,65.5
Florida,199312,56.2
Florida,199401,56.8
Florida,199402,63.8
Florida,199403,66
Florida,199404,72.1
Florida,199405,75.7
Florida,199406,80.5
Florida,199407,80.6
Florida,199408,80.2
Florida,199409,78.2
Florida,199410,73.4
Florida,199411,69.5
Florida,199412,61.8
Florida,199501,56.6
Florida,199502,58.9
Florida,199503,66.5
Florida,199504,70.4
Florida,199505,78.3
Florida,199506,79.2
Florida,199507,82.2
Florida,199508,82.4
Florida,199509,79.9
Florida,199510,75
Florida,199511,62.8
Florida,199512,57.3
Florida,199601,56.6
Florida,199602,58.7
Florida,199603,60.6
Florida,199604,67.8
Florida,199605,77
Florida,199606,79.2
Florida,199607,82.2
Florida,199608,80.6
Florida,199609,79.1
Florida,199610,72
Florida,199611,64.9
Florida,199612,60
Florida,199701,59.4
Florida,199702,64.1
Florida,199703,70.5
Florida,199704,68.3
Florida,199705,74.8
Florida,199706,78.7
Florida,199707,81.9
Florida,199708,81.5
Florida,199709,79.8
Florida,199710,72.2
Florida,199711,63.6
Florida,199712,58.9
Florida,199801,60.5
Florida,199802,60
Florida,199803,62.2
Florida,199804,69.7
Florida,199805,77.4
Florida,199806,84.1
Florida,199807,83.6
Florida,199808,82.7
Florida,199809,80.3
Florida,199810,75.2
Florida,199811,69.6
Florida,199812,64.6
Florida,199901,60.7
Florida,199902,61.9
Florida,199903,62.6
Florida,199904,72.8
Florida,199905,74.6
Florida,199906,79.3
Florida,199907,82.2
Florida,199908,83.1
Florida,199909,78.9
Florida,199910,73.2
Florida,199911,65.7
Florida,199912,59
Florida,200001,58.4
Florida,200002,60.5
Florida,200003,67.6
Florida,200004,68.1
Florida,200005,77.3
Florida,200006,80.5
Florida,200007,82.3
Florida,200008,81.7
Florida,200009,79.5
Florida,200010,70.9
Florida,200011,63.4
Florida,200012,56.7
Florida,200101,53
Florida,200102,65.2
Florida,200103,64.3
Florida,200104,70
Florida,200105,74.9
Florida,200106,80.1
Florida,200107,81.3
Florida,200108,81.4
Florida,200109,77.6
Florida,200110,71.6
Florida,200111,67.7
Florida,200112,64.1
Florida,200201,59.3
Florida,200202,59.5
Florida,200203,66.6
Florida,200204,73.6
Florida,200205,76.7
Florida,200206,79.6
Florida,200207,81.5
Florida,200208,81.1
Florida,200209,81
Florida,200210,76.2
Florida,200211,63.1
Florida,200212,57.3
Florida,200301,52.2
Florida,200302,61.2
Florida,200303,69.8
Florida,200304,69.4
Florida,200305,78.1
Florida,200306,80.1
Florida,200307,81.4
Florida,200308,81.1
Florida,200309,78.9
Florida,200310,73.5
Florida,200311,68.6
Florida,200312,56.1
Florida,200401,56.8
Florida,200402,59.3
Florida,200403,65.7
Florida,200404,67.4
Florida,200405,76.3
Florida,200406,81.3
Florida,200407,81.8
Florida,200408,81.4
Florida,200409,79.9
Florida,200410,74.5
Florida,200411,67.4
Florida,200412,58
Florida,200501,60
Florida,200502,60.8
Florida,200503,63
Florida,200504,66.7
Florida,200505,74.4
Florida,200506,79.9
Florida,200507,83.3
Florida,200508,83.2
Florida,200509,80.8
Florida,200510,73.6
Florida,200511,67.3
Florida,200512,57
Florida,200601,60.8
Florida,200602,58.3
Florida,200603,64.8
Florida,200604,72.4
Florida,200605,75.7
Florida,200606,80.5
Florida,200607,82
Florida,200608,82.8
Florida,200609,79.3
Florida,200610,72.1
Florida,200611,63.4
Florida,200612,64.2
Florida,200701,61.3
Florida,200702,58.1
Florida,200703,66.3
Florida,200704,68.4
Florida,200705,74.9
Florida,200706,80
Florida,200707,82.4
Florida,200708,83.7
Florida,200709,80.5
Florida,200710,76.2
Florida,200711,64.8
Florida,200712,64.4
Florida,200801,58.3
Florida,200802,63
Florida,200803,64.7
Florida,200804,69.5
Florida,200805,76.4
Florida,200806,80.9
Florida,200807,81.2
Florida,200808,81.3
Florida,200809,79.7
Florida,200810,71.4
Florida,200811,61.5
Florida,200812,62
Florida,200901,57.2
Florida,200902,57.3
Florida,200903,65.3
Florida,200904,69.6
Florida,200905,76.6
Florida,200906,81.9
Florida,200907,81.7
Florida,200908,82.1
Florida,200909,80.5
Florida,200910,75.3
Florida,200911,66
Florida,200912,60.4
Florida,201001,52.5
Florida,201002,52.6
Florida,201003,59
Florida,201004,69.7
Florida,201005,78.5
Florida,201006,83.1
Florida,201007,83.4
Florida,201008,83.5
Florida,201009,80.9
Florida,201010,72.1
Florida,201011,64.9
Florida,201012,50.1
Florida,201101,54.9
Florida,201102,61.8
Florida,201103,66.5
Florida,201104,73
Florida,201105,76.2
Florida,201106,82.1
Florida,201107,82.6
Florida,201108,83.7
Florida,201109,79.7
Florida,201110,70.5
Florida,201111,66.4
Florida,201112,62.8
Florida,201201,59.3
Florida,201202,64.3
Florida,201203,70.3
Florida,201204,71.2
Florida,201205,77.6
Florida,201206,79.3
Florida,201207,82.4
Florida,201208,81.5
Florida,201209,79.5
Florida,201210,73.2
Florida,201211,62.1
Florida,201212,62
Florida,201301,64
Florida,201302,61.8
Florida,201303,59.1
Florida,201304,71.4
Florida,201305,74
Florida,201306,81.1
Florida,201307,80.8
Florida,201308,82.2
Florida,201309,80
Florida,201310,74
Florida,201311,67.1
Florida,201312,64.7
Florida,201401,54.5
Florida,201402,62.8
Florida,201403,63.5
Florida,201404,70.5
Florida,201405,76
Florida,201406,80.3
Florida,201407,81.8
Florida,201408,82.9
Florida,201409,79.7
Florida,201410,72.7
Florida,201411,61.1
Florida,201412,61.9
Florida,201501,58.6
Florida,201502,56.5
Florida,201503,69.5
Florida,201504,75.1
Florida,201505,77.5
Florida,201506,81.7
Florida,201507,82.8
Florida,201508,82.4
Florida,201509,80
Florida,201510,74.4
Florida,201511,72.2
Florida,201512,69.6
Florida,201601,56.9
Florida,201602,59.4
Florida,201603,68.8
Florida,201604,71.2
Florida,201605,76.2
Florida,201606,81.9
Florida,201607,84
Florida,201608,83
Florida,201609,81.1
Florida,201610,74.6
Florida,201611,66.6
Florida,201612,65.9
Florida,201701,62.8
Florida,201702,65.5
Florida,201703,66.2
Florida,201704,72.3
Florida,201705,77.1
Florida,201706,80.2
Florida,201707,82.8
Florida,201708,82.8
Florida,201709,80.4
Florida,201710,74.9
Florida,201711,67.4
Florida,201712,61.7
Florida,201801,55
Florida,201802,69.2
Florida,201803,63
Florida,201804,70.2
Florida,201805,76.4
Florida,201806,81.5
Florida,201807,82.4
Florida,201808,82.2
Florida,201809,82.4
Florida,201810,76.5
Florida,201811,66.7
Florida,201812,61.8
Florida,201901,58.4
Florida,201902,67.5
Florida,201903,65.7
Florida,201904,71.2
Florida,201905,78.8
Florida,201906,82.3
Florida,201907,82.8
Florida,201908,82.9
Florida,201909,81.9
Florida,201910,77.9
Florida,201911,64.9
Florida,201912,63.9
Florida,202001,61.8
Florida,202002,63.6
Florida,202003,71
Florida,202004,73.1
Florida,202005,75.8
Florida,202006,81
Florida,202007,83
Florida,202008,83.2
Florida,202009,80.6
Florida,202010,77.2
Florida,202011,70.8
Florida,202012,57.6
Florida,202101,58.7
Florida,202102,63.7
Florida,202103,67.8
Florida,202104,69.9
Florida,202105,76.1
Florida,202106,80.7
Florida,202107,81.9
Florida,202108,82.6
Florida,202109,79.7
Florida,202110,75.3
Florida,202111,63.4
Florida,202112,66.5
Florida,202201,57.6
Florida,202202,63.2
Florida,202203,68.6
Florida,202204,72
Florida,202205,77.7
Florida,202206,82
Florida,202207,83.2
Florida,202208,83
Florida,202209,80
Florida,202210,71.8
Florida,202211,69.7
Florida,202212,61.5
Florida,202301,61.8
Florida,202302,67.4
Florida,202303,69.1
Florida,202304,73.2
Florida,202305,76.2
Florida,202306,80.6
Florida,202307,84.1
Florida,202308,84.9
Florida,202309,80.5
Florida,202310,73.4
Florida,202311,66.7
Florida,202312,61.3
Florida,202401,58.7
Florida,202402,60.5
Florida,202403,68.4
Florida,202404,70.3
Florida,202405,79.7
Florida,202406,82.6
Florida,202407,84.2
Florida,202408,83.7
Florida,202409,81.6
Florida,202410,74.4
Florida,202411,70
Florida,202412,60.7
Florida,202501,53.6
Florida,202502,65.6
Florida,202503,65.4
Florida,202504,73.3
Georgia,Date,Value
Georgia,195501,45
Georgia,195502,50
Georgia,195503,58.4
Georgia,195504,66.2
Georgia,195505,73
Georgia,195506,73.7
Georgia,195507,79.5
Georgia,195508,80
Georgia,195509,75.4
Georgia,195510,62.6
Georgia,195511,52.6
Georgia,195512,45.6
Georgia,195601,43.3
Georgia,195602,54
Georgia,195603,54.6
Georgia,195604,61.5
Georgia,195605,72.7
Georgia,195606,76.6
Georgia,195607,79.2
Georgia,195608,80
Georgia,195609,71.8
Georgia,195610,65
Georgia,195611,52.2
Georgia,195612,54.5
Georgia,195701,49.6
Georgia,195702,56.5
Georgia,195703,53.6
Georgia,195704,64.9
Georgia,195705,71.6
Georgia,195706,77.4
Georgia,195707,79
Georgia,195708,78.4
Georgia,195709,74.8
